sep=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,54.011,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1715495,2018-08-03 21:15:48:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.299,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1715995,2018-08-03 21:15:48:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,44.443,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1716494,2018-08-03 21:15:49:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.984,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1716994,2018-08-03 21:15:49:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.635,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1717494,2018-08-03 21:15:50:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.129,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1717994,2018-08-03 21:15:50:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.686,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1718495,2018-08-03 21:15:51:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.556,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1718995,2018-08-03 21:15:51:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.586,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1719495,2018-08-03 21:15:52:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.033,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1719995,2018-08-03 21:15:52:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.614,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1720495,2018-08-03 21:15:53:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.62,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1720995,2018-08-03 21:15:53:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.564,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1721494,2018-08-03 21:15:54:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,43.922,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1721995,2018-08-03 21:15:54:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.16,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1722495,2018-08-03 21:15:55:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,53.069,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1722994,2018-08-03 21:15:55:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,53.987,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1723494,2018-08-03 21:15:56:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.255,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1723995,2018-08-03 21:15:56:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.971,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1724495,2018-08-03 21:15:57:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.962,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1724995,2018-08-03 21:15:57:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.497,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1725495,2018-08-03 21:15:58:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.451,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1725994,2018-08-03 21:15:58:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,43.583,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1726495,2018-08-03 21:15:59:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.691,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1726995,2018-08-03 21:15:59:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.32,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1727494,2018-08-03 21:16:00:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.316,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1727995,2018-08-03 21:16:00:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.998,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1728495,2018-08-03 21:16:01:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.323,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1728995,2018-08-03 21:16:01:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.973,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1729494,2018-08-03 21:16:02:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.009,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1729995,2018-08-03 21:16:02:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.277,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1730495,2018-08-03 21:16:03:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.151,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1730995,2018-08-03 21:16:03:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,54.396,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1731495,2018-08-03 21:16:04:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.226,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1731995,2018-08-03 21:16:04:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.331,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1732494,2018-08-03 21:16:05:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.046,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1732994,2018-08-03 21:16:05:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.12,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1733495,2018-08-03 21:16:06:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,53.166,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1733995,2018-08-03 21:16:06:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,53.722,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1734494,2018-08-03 21:16:07:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,60.316,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1734995,2018-08-03 21:16:07:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,58.835,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1735495,2018-08-03 21:16:08:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.024,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1735995,2018-08-03 21:16:08:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.237,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1736495,2018-08-03 21:16:09:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,44.398,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1736995,2018-08-03 21:16:09:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.23,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1737495,2018-08-03 21:16:10:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.733,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1737995,2018-08-03 21:16:10:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.228,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1738495,2018-08-03 21:16:11:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.096,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1738994,2018-08-03 21:16:11:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,43.496,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1739495,2018-08-03 21:16:12:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,45.163,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1739995,2018-08-03 21:16:12:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.349,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1740494,2018-08-03 21:16:13:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.848,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1740995,2018-08-03 21:16:13:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,57.339,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1741495,2018-08-03 21:16:14:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.111,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1741995,2018-08-03 21:16:14:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.601,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1742495,2018-08-03 21:16:15:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.629,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1742995,2018-08-03 21:16:15:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.063,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1743495,2018-08-03 21:16:16:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.424,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1743995,2018-08-03 21:16:16:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,46.652,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1744494,2018-08-03 21:16:17:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.456,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1744994,2018-08-03 21:16:17:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.235,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1745495,2018-08-03 21:16:18:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,57.557,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1745995,2018-08-03 21:16:18:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,59.826,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1746495,2018-08-03 21:16:19:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,64.052,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1746995,2018-08-03 21:16:19:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,61.621,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1747495,2018-08-03 21:16:20:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,55.835,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1747994,2018-08-03 21:16:20:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,56.057,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1748494,2018-08-03 21:16:21:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.121,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1748994,2018-08-03 21:16:21:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.865,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1749495,2018-08-03 21:16:22:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,52.486,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1749994,2018-08-03 21:16:22:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,54.629,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1750495,2018-08-03 21:16:23:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.562,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1750995,2018-08-03 21:16:23:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,54.895,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1751495,2018-08-03 21:16:24:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,49.014,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1751995,2018-08-03 21:16:24:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.411,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1752494,2018-08-03 21:16:25:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,55.15,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1752994,2018-08-03 21:16:25:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.265,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1753494,2018-08-03 21:16:26:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.645,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1753994,2018-08-03 21:16:26:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,59.141,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1754495,2018-08-03 21:16:27:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,58.22,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1754995,2018-08-03 21:16:27:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.932,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1755494,2018-08-03 21:16:28:314
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,43.571,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1755995,2018-08-03 21:16:28:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.905,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1756495,2018-08-03 21:16:29:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,51.016,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1756995,2018-08-03 21:16:29:815
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,50.571,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1757495,2018-08-03 21:16:30:315
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,47.522,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1757994,2018-08-03 21:16:30:814
0.4576,-10.2353,-0.1143,-0.0846,-9.8063,-0.0176,0.2724,0.1185,-0.2317,-0.0963,-0.6147,-0.1114,0,3.03,2.75,35.56,274.18,89.22,81.12,0,48.947,12.930357,77.68526,0,2882.16598830478,0,78.65484,0,0 / 0,1758495,2018-08-03 21:16:31:315
